NACA78 
1.000000 0.001453
0.966389 0.006780
0.933352 0.011809
0.900891 0.016564
0.869003 0.021063
0.837690 0.025321
0.806952 0.029352
0.776788 0.033167
0.747199 0.036773
0.718184 0.040178
0.689744 0.043386
0.661879 0.046401
0.634588 0.049226
0.607871 0.051863
0.581729 0.054313
0.556162 0.056576
0.531169 0.058652
0.506751 0.060542
0.482907 0.062245
0.459638 0.063761
0.436943 0.065091
0.414823 0.066233
0.393278 0.067188
0.372307 0.067957
0.351910 0.068540
0.332088 0.068939
0.312841 0.069155
0.294168 0.069190
0.276070 0.069046
0.258546 0.068726
0.241597 0.068233
0.225223 0.067571
0.209423 0.066742
0.194197 0.065752
0.179546 0.064604
0.165470 0.063305
0.151968 0.061857
0.139041 0.060267
0.126688 0.058541
0.114910 0.056683
0.103706 0.054699
0.093077 0.052595
0.083022 0.050377
0.073542 0.048050
0.064637 0.045620
0.056306 0.043092
0.048549 0.040473
0.041367 0.037766
0.034760 0.034978
0.028727 0.032112
0.023269 0.029173
0.018386 0.026166
0.014076 0.023094
0.010342 0.019960
0.007182 0.016768
0.004596 0.013519
0.002585 0.010217
0.001149 0.006862
0.000287 0.003456
0.000000 0.000000
0.000000 -0.000000
0.000287 -0.003456
0.001149 -0.006862
0.002585 -0.010217
0.004596 -0.013519
0.007182 -0.016768
0.010342 -0.019960
0.014076 -0.023094
0.018386 -0.026166
0.023269 -0.029173
0.028727 -0.032112
0.034760 -0.034978
0.041367 -0.037766
0.048549 -0.040473
0.056306 -0.043092
0.064637 -0.045620
0.073542 -0.048050
0.083022 -0.050377
0.093077 -0.052595
0.103706 -0.054699
0.114910 -0.056683
0.126688 -0.058541
0.139041 -0.060267
0.151968 -0.061857
0.165470 -0.063305
0.179546 -0.064604
0.194197 -0.065752
0.209423 -0.066742
0.225223 -0.067571
0.241597 -0.068233
0.258546 -0.068726
0.276070 -0.069046
0.294168 -0.069190
0.312841 -0.069155
0.332088 -0.068939
0.351910 -0.068540
0.372307 -0.067957
0.393278 -0.067188
0.414823 -0.066233
0.436943 -0.065091
0.459638 -0.063761
0.482907 -0.062245
0.506751 -0.060542
0.531169 -0.058652
0.556162 -0.056576
0.581729 -0.054313
0.607871 -0.051863
0.634588 -0.049226
0.661879 -0.046401
0.689744 -0.043386
0.718184 -0.040178
0.747199 -0.036773
0.776788 -0.033167
0.806952 -0.029352
0.837690 -0.025321
0.869003 -0.021063
0.900891 -0.016564
0.933352 -0.011809
0.966389 -0.006780
1.000000 -0.001453
