NACA4 
1.000000 0.002993
0.966389 0.013966
0.933352 0.024327
0.900891 0.034121
0.869003 0.043389
0.837690 0.052161
0.806952 0.060466
0.776788 0.068323
0.747199 0.075752
0.718184 0.082766
0.689744 0.089374
0.661879 0.095586
0.634588 0.101406
0.607871 0.106837
0.581729 0.111883
0.556162 0.116545
0.531169 0.120822
0.506751 0.124716
0.482907 0.128224
0.459638 0.131348
0.436943 0.134086
0.414823 0.136439
0.393278 0.138407
0.372307 0.139991
0.351910 0.141192
0.332088 0.142014
0.312841 0.142459
0.294168 0.142531
0.276070 0.142234
0.258546 0.141575
0.241597 0.140560
0.225223 0.139194
0.209423 0.137488
0.194197 0.135448
0.179546 0.133084
0.165470 0.130406
0.151968 0.127425
0.139041 0.124150
0.126688 0.120593
0.114910 0.116765
0.103706 0.112679
0.093077 0.108345
0.083022 0.103775
0.073542 0.098982
0.064637 0.093976
0.056306 0.088770
0.048549 0.083373
0.041367 0.077798
0.034760 0.072054
0.028727 0.066150
0.023269 0.060097
0.018386 0.053902
0.014076 0.047573
0.010342 0.041117
0.007182 0.034541
0.004596 0.027849
0.002585 0.021046
0.001149 0.014136
0.000287 0.007120
0.000000 0.000000
0.000000 -0.000000
0.000287 -0.007120
0.001149 -0.014136
0.002585 -0.021046
0.004596 -0.027849
0.007182 -0.034541
0.010342 -0.041117
0.014076 -0.047573
0.018386 -0.053902
0.023269 -0.060097
0.028727 -0.066150
0.034760 -0.072054
0.041367 -0.077798
0.048549 -0.083373
0.056306 -0.088770
0.064637 -0.093976
0.073542 -0.098982
0.083022 -0.103775
0.093077 -0.108345
0.103706 -0.112679
0.114910 -0.116765
0.126688 -0.120593
0.139041 -0.124150
0.151968 -0.127425
0.165470 -0.130406
0.179546 -0.133084
0.194197 -0.135448
0.209423 -0.137488
0.225223 -0.139194
0.241597 -0.140560
0.258546 -0.141575
0.276070 -0.142234
0.294168 -0.142531
0.312841 -0.142459
0.332088 -0.142014
0.351910 -0.141192
0.372307 -0.139991
0.393278 -0.138407
0.414823 -0.136439
0.436943 -0.134086
0.459638 -0.131348
0.482907 -0.128224
0.506751 -0.124716
0.531169 -0.120822
0.556162 -0.116545
0.581729 -0.111883
0.607871 -0.106837
0.634588 -0.101406
0.661879 -0.095586
0.689744 -0.089374
0.718184 -0.082766
0.747199 -0.075752
0.776788 -0.068323
0.806952 -0.060466
0.837690 -0.052161
0.869003 -0.043389
0.900891 -0.034121
0.933352 -0.024327
0.966389 -0.013966
1.000000 -0.002993
