NACA28 
1.000000 0.002227
0.966389 0.010393
0.933352 0.018103
0.900891 0.025392
0.869003 0.032289
0.837690 0.038817
0.806952 0.044997
0.776788 0.050844
0.747199 0.056373
0.718184 0.061592
0.689744 0.066510
0.661879 0.071132
0.634588 0.075463
0.607871 0.079505
0.581729 0.083260
0.556162 0.086729
0.531169 0.089912
0.506751 0.092810
0.482907 0.095421
0.459638 0.097745
0.436943 0.099783
0.414823 0.101534
0.393278 0.102998
0.372307 0.104177
0.351910 0.105071
0.332088 0.105683
0.312841 0.106014
0.294168 0.106067
0.276070 0.105847
0.258546 0.105356
0.241597 0.104600
0.225223 0.103584
0.209423 0.102314
0.194197 0.100796
0.179546 0.099037
0.165470 0.097045
0.151968 0.094826
0.139041 0.092389
0.126688 0.089742
0.114910 0.086893
0.103706 0.083852
0.093077 0.080627
0.083022 0.077226
0.073542 0.073659
0.064637 0.069934
0.056306 0.066060
0.048549 0.062044
0.041367 0.057895
0.034760 0.053620
0.028727 0.049227
0.023269 0.044722
0.018386 0.040112
0.014076 0.035402
0.010342 0.030598
0.007182 0.025704
0.004596 0.020724
0.002585 0.015662
0.001149 0.010519
0.000287 0.005298
0.000000 0.000000
0.000000 -0.000000
0.000287 -0.005298
0.001149 -0.010519
0.002585 -0.015662
0.004596 -0.020724
0.007182 -0.025704
0.010342 -0.030598
0.014076 -0.035402
0.018386 -0.040112
0.023269 -0.044722
0.028727 -0.049227
0.034760 -0.053620
0.041367 -0.057895
0.048549 -0.062044
0.056306 -0.066060
0.064637 -0.069934
0.073542 -0.073659
0.083022 -0.077226
0.093077 -0.080627
0.103706 -0.083852
0.114910 -0.086893
0.126688 -0.089742
0.139041 -0.092389
0.151968 -0.094826
0.165470 -0.097045
0.179546 -0.099037
0.194197 -0.100796
0.209423 -0.102314
0.225223 -0.103584
0.241597 -0.104600
0.258546 -0.105356
0.276070 -0.105847
0.294168 -0.106067
0.312841 -0.106014
0.332088 -0.105683
0.351910 -0.105071
0.372307 -0.104177
0.393278 -0.102998
0.414823 -0.101534
0.436943 -0.099783
0.459638 -0.097745
0.482907 -0.095421
0.506751 -0.092810
0.531169 -0.089912
0.556162 -0.086729
0.581729 -0.083260
0.607871 -0.079505
0.634588 -0.075463
0.661879 -0.071132
0.689744 -0.066510
0.718184 -0.061592
0.747199 -0.056373
0.776788 -0.050844
0.806952 -0.044997
0.837690 -0.038817
0.869003 -0.032289
0.900891 -0.025392
0.933352 -0.018103
0.966389 -0.010393
1.000000 -0.002227
