NACA3 
1.000000 0.003036
0.966389 0.014169
0.933352 0.024680
0.900891 0.034617
0.869003 0.044019
0.837690 0.052919
0.806952 0.061344
0.776788 0.069316
0.747199 0.076853
0.718184 0.083969
0.689744 0.090673
0.661879 0.096975
0.634588 0.102879
0.607871 0.108390
0.581729 0.113509
0.556162 0.118239
0.531169 0.122578
0.506751 0.126528
0.482907 0.130088
0.459638 0.133256
0.436943 0.136034
0.414823 0.138421
0.393278 0.140418
0.372307 0.142025
0.351910 0.143244
0.332088 0.144078
0.312841 0.144529
0.294168 0.144602
0.276070 0.144301
0.258546 0.143633
0.241597 0.142602
0.225223 0.141217
0.209423 0.139486
0.194197 0.137416
0.179546 0.135018
0.165470 0.132302
0.151968 0.129277
0.139041 0.125954
0.126688 0.122345
0.114910 0.118462
0.103706 0.114316
0.093077 0.109919
0.083022 0.105283
0.073542 0.100420
0.064637 0.095342
0.056306 0.090060
0.048549 0.084585
0.041367 0.078928
0.034760 0.073101
0.028727 0.067112
0.023269 0.060970
0.018386 0.054685
0.014076 0.048264
0.010342 0.041715
0.007182 0.035043
0.004596 0.028254
0.002585 0.021352
0.001149 0.014341
0.000287 0.007223
0.000000 0.000000
0.000000 -0.000000
0.000287 -0.007223
0.001149 -0.014341
0.002585 -0.021352
0.004596 -0.028254
0.007182 -0.035043
0.010342 -0.041715
0.014076 -0.048264
0.018386 -0.054685
0.023269 -0.060970
0.028727 -0.067112
0.034760 -0.073101
0.041367 -0.078928
0.048549 -0.084585
0.056306 -0.090060
0.064637 -0.095342
0.073542 -0.100420
0.083022 -0.105283
0.093077 -0.109919
0.103706 -0.114316
0.114910 -0.118462
0.126688 -0.122345
0.139041 -0.125954
0.151968 -0.129277
0.165470 -0.132302
0.179546 -0.135018
0.194197 -0.137416
0.209423 -0.139486
0.225223 -0.141217
0.241597 -0.142602
0.258546 -0.143633
0.276070 -0.144301
0.294168 -0.144602
0.312841 -0.144529
0.332088 -0.144078
0.351910 -0.143244
0.372307 -0.142025
0.393278 -0.140418
0.414823 -0.138421
0.436943 -0.136034
0.459638 -0.133256
0.482907 -0.130088
0.506751 -0.126528
0.531169 -0.122578
0.556162 -0.118239
0.581729 -0.113509
0.607871 -0.108390
0.634588 -0.102879
0.661879 -0.096975
0.689744 -0.090673
0.718184 -0.083969
0.747199 -0.076853
0.776788 -0.069316
0.806952 -0.061344
0.837690 -0.052919
0.869003 -0.044019
0.900891 -0.034617
0.933352 -0.024680
0.966389 -0.014169
1.000000 -0.003036
